,id,name,description,series,price,builtInEmote,copyrightedAudio,upcoming,reactive,releaseDate,lastAppearance,interest,video,audio,path,gameplayTags,apiTags,battlepass,type.id,type.name,rarity.id,rarity.name,added.date,added.version,images.icon,images.featured,images.background,images.icon_background,images.full_background,juno.icon,beans.icon,set.id,set.name,set.partOf,battlepass.season,battlepass.tier,battlepass.page,battlepass.type,battlepass.displayText.chapter,battlepass.displayText.season,battlepass.displayText.chapterSeason,battlepass.battlePassName,set,series.id,series.name,builtInEmote.id,builtInEmote.type.id,builtInEmote.type.name,builtInEmote.name,builtInEmote.description,builtInEmote.rarity.id,builtInEmote.rarity.name,builtInEmote.series,builtInEmote.images.icon,builtInEmote.images.featured,builtInEmote.images.background,builtInEmote.images.icon_background,builtInEmote.images.full_background,builtInEmote.video,builtInEmote.series.id,builtInEmote.series.name
6414,EID_Chugga,Chugga-Chugga,Your training begins now.,,600,,False,False,False,2021-05-31,2025-12-14,0.08,,,/BRCosmetics/Athena/Items/Cosmetics/Dances/Chugga/EID_Chugga,"['Cosmetics.EmoteType.Dance', 'Cosmetics.Source.ItemShop', 'Cosmetics.Filter.Season.16', 'Cosmetics.UserFacingFlags.Emote.Traversal', 'Cosmetics.UserFacingFlags.Synced', 'Cosmetics.Set.BlotGroup', 'Emote.Mech.Disabled.Design', 'Emote.Mech.Disabled.Art', 'Phoebe.Cosmetic.Minus.Zone1', 'Phoebe.Cosmetic.Minus.Zone2']","['emoteDuration:4.80', 'emoteLoop']",,emote,Emote,Rare,RARE,2021-05-25,16.50,https://media.fortniteapi.io/images/b1bbe2fa2b532e619ed417305a55ce09/transparent.png,,https://media.fortniteapi.io/images/cosmetics/b1bbe2fa2b532e619ed417305a55ce09/v2/background.png,https://media.fortniteapi.io/images/cosmetics/b1bbe2fa2b532e619ed417305a55ce09/v2/icon_background.png,https://media.fortniteapi.io/images/cosmetics/b1bbe2fa2b532e619ed417305a55ce09/v2/info.en.png,,,BlotGroup,Inkville Gang,Part of the Inkville Gang set.,,,,,,,,,,,,,,,,,,,,,,,,,,,
6415,EID_ChuggaFollower,Chugga-Chugga,,,0,,False,False,False,,,0.0,,,/BRCosmetics/Athena/Items/Cosmetics/Dances/Chugga/EID_ChuggaFollower,"['Cosmetics.EmoteType.Dance', 'Cosmetics.Source.ItemShop', 'Phoebe.Cosmetic.Minus.Zone1', 'Phoebe.Cosmetic.Minus.Zone2']","['emoteDuration:4.80', 'emoteLoop']",,emote,Emote,Rare,RARE,2021-05-25,16.50,https://media.fortniteapi.io/images/bf41cdece3753f7eb98216b043b7730b/transparent.png,,https://media.fortniteapi.io/images/cosmetics/bf41cdece3753f7eb98216b043b7730b/v2/background.png,https://media.fortniteapi.io/images/cosmetics/bf41cdece3753f7eb98216b043b7730b/v2/icon_background.png,https://media.fortniteapi.io/images/cosmetics/bf41cdece3753f7eb98216b043b7730b/v2/info.en.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6440,EID_Socks_XA9HM,Socks,Put in work.,,500,,True,False,False,2021-05-28,2025-10-24,0.45,,,/BRCosmetics/Athena/Items/Cosmetics/Dances/EID_Socks_XA9HM,"['Cosmetics.EmoteType.Dance', 'Cosmetics.Source.ItemShop', 'Cosmetics.Filter.Season.16']","['emoteDuration:9.23', 'emoteLoop']",,emote,Emote,Rare,RARE,2021-05-28,16.50,https://media.fortniteapi.io/images/1764f8c2f1b0b147e166185bb60a3aff/transparent.png,https://media.fortniteapi.io/images/1764f8c2f1b0b147e166185bb60a3aff/full_featured.png,https://media.fortniteapi.io/images/cosmetics/1764f8c2f1b0b147e166185bb60a3aff/v2/background.png,https://media.fortniteapi.io/images/cosmetics/1764f8c2f1b0b147e166185bb60a3aff/v2/icon_background.png,https://media.fortniteapi.io/images/cosmetics/1764f8c2f1b0b147e166185bb60a3aff/v2/info.en.png,,,,,,,,,,,,,,,CreatorCollabSeries,Icon Series,,,,,,,,,,,,,,,,
6449,EID_BluePhoto_JSG4D,Build Up,I'm not built for you. Dance moves by Bella Poarch.,,500,,True,False,False,2021-06-05,2025-06-29,0.11,,,/BRCosmetics/Athena/Items/Cosmetics/Dances/EID_BluePhoto_JSG4D,"['Cosmetics.EmoteType.Dance', 'Cosmetics.Source.ItemShop', 'Cosmetics.Filter.Season.16']","['emoteDuration:11.50', 'emoteLoop']",,emote,Emote,Rare,RARE,2021-06-05,16.50,https://media.fortniteapi.io/images/30a8588b0139655e12332d5654c868f2/transparent.png,https://media.fortniteapi.io/images/30a8588b0139655e12332d5654c868f2/full_featured.png,https://media.fortniteapi.io/images/cosmetics/30a8588b0139655e12332d5654c868f2/v2/background.png,https://media.fortniteapi.io/images/cosmetics/30a8588b0139655e12332d5654c868f2/v2/icon_background.png,https://media.fortniteapi.io/images/cosmetics/30a8588b0139655e12332d5654c868f2/v2/info.en.png,,,,,,,,,,,,,,,CreatorCollabSeries,Icon Series,,,,,,,,,,,,,,,,
6483,EID_Balance,Rolly Rider,Roll with it.,,500,,False,False,False,2021-06-13,2025-11-23,0.0,,,/BRCosmetics/Athena/Items/Cosmetics/Dances/EID_Balance,"['Cosmetics.EmoteType.Dance', 'Cosmetics.Source.ItemShop', 'Cosmetics.Filter.Season.17', 'Cosmetics.UserFacingFlags.Emote.Traversal', 'Emote.Mech.Disabled.Art']","['emoteDuration:2.27', 'emoteLoop']",,emote,Emote,Rare,RARE,2021-06-08,17.00,https://media.fortniteapi.io/images/5d2d0ba439036d05d51deb896df0aa5f/transparent.png,https://media.fortniteapi.io/images/5d2d0ba439036d05d51deb896df0aa5f/full_featured.png,https://media.fortniteapi.io/images/cosmetics/5d2d0ba439036d05d51deb896df0aa5f/v2/background.png,https://media.fortniteapi.io/images/cosmetics/5d2d0ba439036d05d51deb896df0aa5f/v2/icon_background.png,https://media.fortniteapi.io/images/cosmetics/5d2d0ba439036d05d51deb896df0aa5f/v2/info.en.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6484,EID_Believer,Ska-stra-terrestrial,The invasion's fourth wave begins now!,,0,,False,False,False,,,0.07,,,/Game/Athena/Items/Cosmetics/Dances/EID_Believer,"['Cosmetics.EmoteType.Dance', 'Cosmetics.Source.Season17.BattlePass.Paid', 'Cosmetics.Set.LeaveFast', 'Cosmetics.Filter.Season.17']","['emoteDuration:10.07', 'emoteLoop']",,emote,Emote,Rare,RARE,2021-06-08,17.00,https://media.fortniteapi.io/images/e4a4783ffe42618894359cebca9cfc13/transparent.png,,https://media.fortniteapi.io/images/cosmetics/e4a4783ffe42618894359cebca9cfc13/v2/background.png,https://media.fortniteapi.io/images/cosmetics/e4a4783ffe42618894359cebca9cfc13/v2/icon_background.png,https://media.fortniteapi.io/images/cosmetics/e4a4783ffe42618894359cebca9cfc13/v2/info.en.png,,,LeaveFast,Escape Velocity,Part of the Escape Velocity set.,17.0,20.0,3.0,paid,Chapter 2,Season 7,Chapter 2 - Season 7,Battle Pass,,,,,,,,,,,,,,,,,,,
6485,EID_Breakthrough,Eureka!,I've done it!,,200,,False,False,False,2021-06-15,2023-07-12,0.0,,,/BRCosmetics/Athena/Items/Cosmetics/Dances/EID_Breakthrough,"['Cosmetics.EmoteType.Dance', 'Cosmetics.Source.ItemShop', 'Cosmetics.Filter.Season.17']",['emoteDuration:7.60'],,emote,Emote,Uncommon,UNCOMMON,2021-06-08,17.00,https://media.fortniteapi.io/images/e4e378b4f607635af475ebf0e934ed65/transparent.png,,https://media.fortniteapi.io/images/cosmetics/e4e378b4f607635af475ebf0e934ed65/v2/background.png,https://media.fortniteapi.io/images/cosmetics/e4e378b4f607635af475ebf0e934ed65/v2/icon_background.png,https://media.fortniteapi.io/images/cosmetics/e4e378b4f607635af475ebf0e934ed65/v2/info.en.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6486,EID_Emperor,Secret Identity,Tell no one.,,0,,False,False,False,,,0.0,,,/Game/Athena/Items/Cosmetics/Dances/EID_Emperor,"['Cosmetics.EmoteType.Dance', 'Cosmetics.Filter.Season.17', 'Cosmetics.UserFacingFlags.BuiltInEmote', 'Cosmetics.Source.Season17.BattlePass.Paid', 'Cosmetics.Set.PortionCut', 'Phoebe.Cosmetic.Minus.Zone1', 'Phoebe.Cosmetic.Minus.Zone2', 'Emote.BuiltIn.Transform']",['emoteDuration:3.57'],,emote,Emote,Epic,Epic,2021-06-08,17.00,https://media.fortniteapi.io/images/0a03ed7a3ce21a25ee3820128a703748/transparent.png,,https://media.fortniteapi.io/images/cosmetics/0a03ed7a3ce21a25ee3820128a703748/v2/background.png,https://media.fortniteapi.io/images/cosmetics/0a03ed7a3ce21a25ee3820128a703748/v2/icon_background.png,https://media.fortniteapi.io/images/cosmetics/0a03ed7a3ce21a25ee3820128a703748/v2/info.en.png,,,PortionCut,Kryptonian,Part of the Kryptonian set.,,,,,,,,,,DCUSeries,DC SERIES,,,,,,,,,,,,,,,,
6487,EID_Terminal,Vulcan Salute,Live long and prosper.,,0,,False,False,False,,,0.05,,,/BRCosmetics/Athena/Items/Cosmetics/Dances/EID_Terminal,"['Cosmetics.EmoteType.Dance', 'Cosmetics.Filter.Season.17', 'Cosmetics.Source.Season17.BattlePass.Free']",['emoteDuration:4.70'],,emote,Emote,Uncommon,UNCOMMON,2021-06-08,17.00,https://media.fortniteapi.io/images/fa996f51d5342eccbaf7b933bc07846c/transparent.png,,https://media.fortniteapi.io/images/cosmetics/fa996f51d5342eccbaf7b933bc07846c/v2/background.png,https://media.fortniteapi.io/images/cosmetics/fa996f51d5342eccbaf7b933bc07846c/v2/icon_background.png,https://media.fortniteapi.io/images/cosmetics/fa996f51d5342eccbaf7b933bc07846c/v2/info.en.png,,,,,,17.0,50.0,6.0,free,Chapter 2,Season 7,Chapter 2 - Season 7,Battle Pass,,,,,,,,,,,,,,,,,,,
6488,EID_HighActivity,Kick Back,No sweat.,,0,,False,False,False,,,0.08,,,/Game/Athena/Items/Cosmetics/Dances/EID_HighActivity,"['Cosmetics.EmoteType.Dance', 'Cosmetics.Filter.Season.17', 'Cosmetics.Source.Season17.BattlePass.Paid', 'Emote.Mech.Disabled.Art']","['emoteDuration:11.20', 'emoteLoop']",,emote,Emote,Rare,RARE,2021-06-08,17.00,https://media.fortniteapi.io/images/4ed3b9bebc850f46decbf569765cddb4/transparent.png,,https://media.fortniteapi.io/images/cosmetics/4ed3b9bebc850f46decbf569765cddb4/v2/background.png,https://media.fortniteapi.io/images/cosmetics/4ed3b9bebc850f46decbf569765cddb4/v2/icon_background.png,https://media.fortniteapi.io/images/cosmetics/4ed3b9bebc850f46decbf569765cddb4/v2/info.en.png,,,,,,17.0,80.0,9.0,paid,Chapter 2,Season 7,Chapter 2 - Season 7,Battle Pass,,,,,,,,,,,,,,,,,,,
6489,EID_Ruckus_Follower,The Rick Dance,It's the Rick Dance.,,0,,True,False,False,,,0.0,,,/BRCosmetics/Athena/Items/Cosmetics/Dances/EID_Ruckus_Follower,['Cosmetics.EmoteType.Dance'],"['emoteDuration:9.70', 'emoteLoop']",,emote,Emote,Epic,Epic,2021-06-08,17.00,https://media.fortniteapi.io/images/51c3ba28383b81c05d49f4845de71b9c/transparent.png,,https://media.fortniteapi.io/images/cosmetics/51c3ba28383b81c05d49f4845de71b9c/v2/background.png,https://media.fortniteapi.io/images/cosmetics/51c3ba28383b81c05d49f4845de71b9c/v2/icon_background.png,https://media.fortniteapi.io/images/cosmetics/51c3ba28383b81c05d49f4845de71b9c/v2/info.en.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6490,EID_Ruckus,The Rick Dance,It's the Rick Dance.,,0,,True,False,False,,,0.17,,,/BRCosmetics/Athena/Items/Cosmetics/Dances/EID_Ruckus,"['Cosmetics.EmoteType.Dance', 'Cosmetics.Set.FosterRush', 'Cosmetics.Source.Season17.BattlePass.Free', 'Cosmetics.Filter.Season.17']","['emoteDuration:9.70', 'emoteLoop']",,emote,Emote,Epic,Epic,2021-06-08,17.00,https://media.fortniteapi.io/images/f50d86bc5f86085bddd9675ab7c974b4/transparent.png,,https://media.fortniteapi.io/images/cosmetics/f50d86bc5f86085bddd9675ab7c974b4/v2/background.png,https://media.fortniteapi.io/images/cosmetics/f50d86bc5f86085bddd9675ab7c974b4/v2/icon_background.png,https://media.fortniteapi.io/images/cosmetics/f50d86bc5f86085bddd9675ab7c974b4/v2/info.en.png,,,FosterRush,"Rick, C-137","Part of the Rick, C-137 set.",17.0,90.0,10.0,free,Chapter 2,Season 7,Chapter 2 - Season 7,Battle Pass,,,,,,,,,,,,,,,,,,,
6491,EID_Saucer,Lil' Saucer,Close encounters of the lil' kind.,,0,,False,False,False,,,0.04,,,/BRCosmetics/Athena/Items/Cosmetics/Dances/EID_Saucer,"['Cosmetics.EmoteType.Dance', 'Cosmetics.Filter.Season.17', 'Cosmetics.Source.Season17.BattlePass.Paid', 'Cosmetics.UserFacingFlags.Emote.Traversal', 'Emote.Mech.Disabled.Design', 'Emote.Mech.Disabled.Art']","['emoteDuration:5.97', 'emoteLoop']",,emote,Emote,Epic,Epic,2021-06-08,17.00,https://media.fortniteapi.io/images/79576a5a454c6b122e32f48073af1742/transparent.png,,https://media.fortniteapi.io/images/cosmetics/79576a5a454c6b122e32f48073af1742/v2/background.png,https://media.fortniteapi.io/images/cosmetics/79576a5a454c6b122e32f48073af1742/v2/icon_background.png,https://media.fortniteapi.io/images/cosmetics/79576a5a454c6b122e32f48073af1742/v2/info.en.png,,,,,,17.0,0.0,1.0,paid,Chapter 2,Season 7,Chapter 2 - Season 7,Battle Pass,,,,,,,,,,,,,,,,,,,
6492,EID_Spectrum,Take a 'bow,Make it rain... bow.,,0,,False,False,False,2021-07-20,2024-09-24,0.6,,,/BRCosmetics/Athena/Items/Cosmetics/Dances/EID_Spectrum,"['Cosmetics.EmoteType.Dance', 'Cosmetics.Source.ItemShop', 'Cosmetics.Filter.Season.17', 'Emote.Mech.Disabled.Art']","['emoteDuration:11.87', 'emoteLoop']",,emote,Emote,Uncommon,UNCOMMON,2021-06-08,17.00,https://media.fortniteapi.io/images/a58d209a0312f18e0dda89e9a14e9724/transparent.png,https://media.fortniteapi.io/images/a58d209a0312f18e0dda89e9a14e9724/full_featured.png,https://media.fortniteapi.io/images/cosmetics/a58d209a0312f18e0dda89e9a14e9724/v2/background.png,https://media.fortniteapi.io/images/cosmetics/a58d209a0312f18e0dda89e9a14e9724/v2/icon_background.png,https://media.fortniteapi.io/images/cosmetics/a58d209a0312f18e0dda89e9a14e9724/v2/info.en.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6493,EID_Faux,Unzipped,Zip it!,,0,,False,False,False,,,0.0,,,/BRCosmetics/Athena/Items/Cosmetics/Dances/EID_Faux,"['Cosmetics.EmoteType.Dance', 'Cosmetics.UserFacingFlags.BuiltInEmote', 'Cosmetics.Filter.Season.17', 'Cosmetics.Source.Season17.BattlePass.Paid', 'Phoebe.Cosmetic.Minus.Zone1', 'Phoebe.Cosmetic.Minus.Zone2', 'Emote.BuiltIn.Transform']",['emoteDuration:6.27'],,emote,Emote,Legendary,LEGENDARY,2021-06-08,17.00,https://media.fortniteapi.io/images/d43d8ddd310828d0e7d63925ee896413/transparent.png,,https://media.fortniteapi.io/images/cosmetics/d43d8ddd310828d0e7d63925ee896413/v2/background.png,https://media.fortniteapi.io/images/cosmetics/d43d8ddd310828d0e7d63925ee896413/v2/icon_background.png,https://media.fortniteapi.io/images/cosmetics/d43d8ddd310828d0e7d63925ee896413/v2/info.en.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6680,EID_LassoPolo_G5AI0,Three Wise Monkeys,Collect the whole set.,,0,,False,False,False,,,0.0,,,/BRCosmetics/Athena/Items/Cosmetics/Dances/EID_LassoPolo_G5AI0,"['Cosmetics.EmoteType.Dance', 'Cosmetics.Source.ItemShop', 'Cosmetics.UserFacingFlags.BuiltInEmote', 'Cosmetics.Set.PlotStatement', 'Cosmetics.Filter.Season.17', 'Phoebe.Cosmetic.Minus.Zone1', 'Phoebe.Cosmetic.Minus.Zone2']",['emoteDuration:3.56'],,emote,Emote,Epic,Epic,2021-06-10,17.00,https://media.fortniteapi.io/images/ded60d042af941b4ae5c14778ea03988/transparent.png,,https://media.fortniteapi.io/images/cosmetics/ded60d042af941b4ae5c14778ea03988/v2/background.png,https://media.fortniteapi.io/images/cosmetics/ded60d042af941b4ae5c14778ea03988/v2/icon_background.png,https://media.fortniteapi.io/images/cosmetics/ded60d042af941b4ae5c14778ea03988/v2/info.en.png,,,PlotStatement,Marcinho,Part of the Marcinho set.,,,,,,,,,,CreatorCollabSeries,Icon Series,,,,,,,,,,,,,,,,
6681,EID_Lasso_ADP0O,Sweet Victory,That's how we do it.,,0,,False,False,False,,,0.0,,,/BRCosmetics/Athena/Items/Cosmetics/Dances/EID_Lasso_ADP0O,"['Cosmetics.EmoteType.Dance', 'Cosmetics.Source.ItemShop', 'Cosmetics.UserFacingFlags.BuiltInEmote', 'Cosmetics.Set.StrengthWound', 'Cosmetics.Filter.Season.17', 'Phoebe.Cosmetic.Minus.Zone1', 'Phoebe.Cosmetic.Minus.Zone2']",['emoteDuration:5.57'],,emote,Emote,Epic,Epic,2021-06-10,17.00,https://media.fortniteapi.io/images/6eaf902a6e7a727902877ee4d1f287cb/transparent.png,,https://media.fortniteapi.io/images/cosmetics/6eaf902a6e7a727902877ee4d1f287cb/v2/background.png,https://media.fortniteapi.io/images/cosmetics/6eaf902a6e7a727902877ee4d1f287cb/v2/icon_background.png,https://media.fortniteapi.io/images/cosmetics/6eaf902a6e7a727902877ee4d1f287cb/v2/info.en.png,,,StrengthWound,HurriKane,Part of the HurriKane set.,,,,,,,,,,CreatorCollabSeries,Icon Series,,,,,,,,,,,,,,,,
6686,EID_Macaroon_45LHE,The Macarena,Heeeeey Macarena.,,500,,True,False,False,2021-06-19,2025-09-18,0.22,,,/BRCosmetics/Athena/Items/Cosmetics/Dances/EID_Macaroon_45LHE,"['Cosmetics.EmoteType.Dance', 'Cosmetics.Source.ItemShop', 'Cosmetics.Filter.Season.17']","['emoteDuration:9.30', 'emoteLoop']",,emote,Emote,Rare,RARE,2021-06-19,17.00,https://media.fortniteapi.io/images/acc4744008bd204edb311ae883ef8481/transparent.png,https://media.fortniteapi.io/images/acc4744008bd204edb311ae883ef8481/full_featured.png,https://media.fortniteapi.io/images/cosmetics/acc4744008bd204edb311ae883ef8481/v2/background.png,https://media.fortniteapi.io/images/cosmetics/acc4744008bd204edb311ae883ef8481/v2/icon_background.png,https://media.fortniteapi.io/images/cosmetics/acc4744008bd204edb311ae883ef8481/v2/info.en.png,,,,,,,,,,,,,,,CreatorCollabSeries,Icon Series,,,,,,,,,,,,,,,,
6687,EID_NPC_Gardener_Nurture,Nuture Egg NPC ONLY,FOR USE BY NPC ONLY,,0,,False,False,False,,,0.0,,,,[],[],,emote,Emote,Rare,RARE,2021-06-22,17.10,https://media.fortniteapi.io/images/f13cbc05d2f27be55e4afd574e7891d8/transparent.png,,https://media.fortniteapi.io/images/cosmetics/f13cbc05d2f27be55e4afd574e7891d8/v2/background.png,https://media.fortniteapi.io/images/cosmetics/f13cbc05d2f27be55e4afd574e7891d8/v2/icon_background.png,https://media.fortniteapi.io/images/cosmetics/f13cbc05d2f27be55e4afd574e7891d8/v2/info.en.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6688,EID_NPC_Gardener_Place,Place Egg NPC ONLY,FOR USE BY NPC ONLY,,0,,False,False,False,,,0.0,,,,[],[],,emote,Emote,Rare,RARE,2021-06-22,17.10,https://media.fortniteapi.io/images/4eae9cc39064070c482a210b895a49e3/transparent.png,,https://media.fortniteapi.io/images/cosmetics/4eae9cc39064070c482a210b895a49e3/v2/background.png,https://media.fortniteapi.io/images/cosmetics/4eae9cc39064070c482a210b895a49e3/v2/icon_background.png,https://media.fortniteapi.io/images/cosmetics/4eae9cc39064070c482a210b895a49e3/v2/info.en.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6727,EID_Jingle,Lil' Treat,Here comes the sweetness!,,0,,False,False,False,,,0.01,,,/BRCosmetics/Athena/Items/Cosmetics/Dances/EID_Jingle,"['Cosmetics.EmoteType.Dance', 'Cosmetics.Source.ItemShop', 'Cosmetics.UserFacingFlags.Emote.Traversal', 'Cosmetics.Filter.Season.17', 'Emote.Mech.Disabled.Art', 'Emote.Mech.Disabled.Design']","['emoteDuration:7.13', 'emoteLoop']",,emote,Emote,Rare,RARE,2021-06-22,17.10,https://media.fortniteapi.io/images/fd0cc4c325e8729a5326c9523ed632e9/transparent.png,,https://media.fortniteapi.io/images/cosmetics/fd0cc4c325e8729a5326c9523ed632e9/v2/background.png,https://media.fortniteapi.io/images/cosmetics/fd0cc4c325e8729a5326c9523ed632e9/v2/icon_background.png,https://media.fortniteapi.io/images/cosmetics/fd0cc4c325e8729a5326c9523ed632e9/v2/info.en.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6728,EID_FirecrackerSparks,Roman Candle,Are you feeling sparks?,,200,,False,False,False,2021-07-04,2024-07-10,0.02,,,/BRCosmetics/Athena/Items/Cosmetics/Dances/EID_FirecrackerSparks,"['Cosmetics.EmoteType.Dance', 'Cosmetics.Source.ItemShop', 'Cosmetics.Filter.Season.17', 'Cosmetics.Set.BigBoom']",['emoteDuration:4.34'],,emote,Emote,Epic,Epic,2021-06-22,17.10,https://media.fortniteapi.io/images/0d022c9b779350726d17d07ce31b5c15/transparent.png,https://media.fortniteapi.io/images/0d022c9b779350726d17d07ce31b5c15/full_featured.png,https://media.fortniteapi.io/images/cosmetics/0d022c9b779350726d17d07ce31b5c15/v2/background.png,https://media.fortniteapi.io/images/cosmetics/0d022c9b779350726d17d07ce31b5c15/v2/icon_background.png,https://media.fortniteapi.io/images/cosmetics/0d022c9b779350726d17d07ce31b5c15/v2/info.en.png,,,BigBoom,Ka-Bang!,Part of the Ka-Bang! set.,,,,,,,,,,,,,,,,,,,,,,,,,,,
6729,EID_Firecracker,Short Fuse,Go ahead. Feel those feelings.,,0,,False,False,False,,,0.0,,,/Game/Athena/Items/Cosmetics/Dances/EID_Firecracker,"['Cosmetics.EmoteType.Dance', 'Cosmetics.Filter.Season.17', 'Cosmetics.UserFacingFlags.BuiltInEmote', 'Emote.ActivationTrigger.RemoveDisguise', 'Emote.ActivationCondition.RequiresVictoryRoyale', 'Cosmetics.Set.BigBoom', 'Cosmetics.Frontend.UsePreviewLength', 'Phoebe.Cosmetic.Minus.Zone1', 'Phoebe.Cosmetic.Minus.Zone2']","['emoteDuration:9.70', 'emoteLoop']",,emote,Emote,Epic,Epic,2021-06-22,17.10,https://media.fortniteapi.io/images/f2c25005e7b6e301756367d319c7ed05/transparent.png,,https://media.fortniteapi.io/images/cosmetics/f2c25005e7b6e301756367d319c7ed05/v2/background.png,https://media.fortniteapi.io/images/cosmetics/f2c25005e7b6e301756367d319c7ed05/v2/icon_background.png,https://media.fortniteapi.io/images/cosmetics/f2c25005e7b6e301756367d319c7ed05/v2/info.en.png,,,BigBoom,Ka-Bang!,Part of the Ka-Bang! set.,,,,,,,,,,,,,,,,,,,,,,,,,,,
6799,EID_Deflated_6POAZ,Pump up the Jam,Pump it up. Dance moves by Perri Kiely.,,500,,True,False,False,2021-06-26,2025-08-29,0.06,,,/BRCosmetics/Athena/Items/Cosmetics/Dances/EID_Deflated_6POAZ,"['Cosmetics.EmoteType.Dance', 'Cosmetics.Source.ItemShop', 'Cosmetics.Filter.Season.17']","['emoteDuration:7.63', 'emoteLoop']",,emote,Emote,Epic,Epic,2021-06-26,17.10,https://media.fortniteapi.io/images/92943400b151f1a4de597605f4c4bd3e/transparent.png,https://media.fortniteapi.io/images/92943400b151f1a4de597605f4c4bd3e/full_featured.png,https://media.fortniteapi.io/images/cosmetics/92943400b151f1a4de597605f4c4bd3e/v2/background.png,https://media.fortniteapi.io/images/cosmetics/92943400b151f1a4de597605f4c4bd3e/v2/icon_background.png,https://media.fortniteapi.io/images/cosmetics/92943400b151f1a4de597605f4c4bd3e/v2/info.en.png,,,,,,,,,,,,,,,CreatorCollabSeries,Icon Series,,,,,,,,,,,,,,,,
6810,EID_Majesty_49JWY,The Silencer,Stun 'em.,,200,,False,False,False,2021-07-15,2023-04-13,0.07,,,/BRCosmetics/Athena/Items/Cosmetics/Dances/EID_Majesty_49JWY,"['Cosmetics.EmoteType.Dance', 'Cosmetics.Source.ItemShop', 'Cosmetics.Filter.Season.17', 'Cosmetics.Set.FlatPiece']",['emoteDuration:6.67'],,emote,Emote,Epic,Epic,2021-07-12,17.10,https://media.fortniteapi.io/images/c31af055af2b6507574243bfbd6ff01c/transparent.png,https://media.fortniteapi.io/images/c31af055af2b6507574243bfbd6ff01c/full_featured.png,https://media.fortniteapi.io/images/cosmetics/c31af055af2b6507574243bfbd6ff01c/v2/background.png,https://media.fortniteapi.io/images/cosmetics/c31af055af2b6507574243bfbd6ff01c/v2/icon_background.png,https://media.fortniteapi.io/images/cosmetics/c31af055af2b6507574243bfbd6ff01c/v2/info.en.png,,,FlatPiece,King James,Part of the King James set.,,,,,,,,,,CreatorCollabSeries,Icon Series,,,,,,,,,,,,,,,,
6840,EID_ByTheFire,Hey Now!,Make those flames go higher.,,500,,True,False,False,2021-07-31,2025-11-07,0.19,,,/BRCosmetics/Athena/Items/Cosmetics/Dances/EID_ByTheFire,"['Cosmetics.EmoteType.Dance', 'Cosmetics.Source.ItemShop', 'Cosmetics.Filter.Season.17', 'Cosmetics.UserFacingFlags.Synced', 'Phoebe.Cosmetic.Minus.Zone1', 'Phoebe.Cosmetic.Minus.Zone2']","['emoteDuration:18.27', 'emoteLoop']",,emote,Emote,Epic,Epic,2021-07-20,17.20,https://media.fortniteapi.io/images/bff7e89582420cc3cf4831ed6b8f65d8/transparent.png,https://media.fortniteapi.io/images/bff7e89582420cc3cf4831ed6b8f65d8/full_featured.png,https://media.fortniteapi.io/images/cosmetics/bff7e89582420cc3cf4831ed6b8f65d8/v2/background.png,https://media.fortniteapi.io/images/cosmetics/bff7e89582420cc3cf4831ed6b8f65d8/v2/icon_background.png,https://media.fortniteapi.io/images/cosmetics/bff7e89582420cc3cf4831ed6b8f65d8/v2/info.en.png,,,,,,,,,,,,,,,CreatorCollabSeries,Icon Series,,,,,,,,,,,,,,,,
6841,EID_ByTheFire_Follower,,,,0,,False,False,False,,,0.0,,,/BRCosmetics/Athena/Items/Cosmetics/Dances/EID_ByTheFire_Follower,"['Cosmetics.EmoteType.Dance', 'Cosmetics.Source.ItemShop', 'Phoebe.Cosmetic.Minus.Zone1', 'Phoebe.Cosmetic.Minus.Zone2']","['emoteDuration:18.27', 'emoteLoop']",,emote,Emote,Uncommon,UNCOMMON,2021-07-20,17.20,https://media.fortniteapi.io/images/fab45c5725f9e2615b73227dd8980842/transparent.png,https://media.fortniteapi.io/images/fab45c5725f9e2615b73227dd8980842/full_featured.png,https://media.fortniteapi.io/images/cosmetics/fab45c5725f9e2615b73227dd8980842/v2/background.png,https://media.fortniteapi.io/images/cosmetics/fab45c5725f9e2615b73227dd8980842/v2/icon_background.png,https://media.fortniteapi.io/images/cosmetics/fab45c5725f9e2615b73227dd8980842/v2/info.en.png,,,,,,,,,,,,,,,CreatorCollabSeries,Icon Series,,,,,,,,,,,,,,,,
