Unnamed: 0,id,name,description,series,price,builtInEmote,copyrightedAudio,upcoming,reactive,releaseDate,lastAppearance,interest,video,audio,path,gameplayTags,apiTags,battlepass,type.id,type.name,rarity.id,rarity.name,added.date,added.version,images.icon,images.featured,images.background,images.icon_background,images.full_background,juno.icon,beans.icon,set.id,set.name,set.partOf,battlepass.season,battlepass.tier,battlepass.page,battlepass.type,battlepass.displayText.chapter,battlepass.displayText.season,battlepass.displayText.chapterSeason,battlepass.battlePassName,set,series.id,series.name,builtInEmote.id,builtInEmote.type.id,builtInEmote.type.name,builtInEmote.name,builtInEmote.description,builtInEmote.rarity.id,builtInEmote.rarity.name,builtInEmote.series,builtInEmote.images.icon,builtInEmote.images.featured,builtInEmote.images.background,builtInEmote.images.icon_background,builtInEmote.images.full_background,builtInEmote.video,builtInEmote.series.id,builtInEmote.series.name,display_assets_url
8139,CID_A_310_Athena_Commando_F_ScholarFestive,Krisabelle,"Voted ""Most Festive Holiday Witch"" 3 years in a row.",,0,,False,False,False,,,0.08,,,/BRCosmetics/Athena/Items/Cosmetics/Characters/CID_A_310_Athena_Commando_F_ScholarFestive,"['Cosmetics.Filter.Season.19', 'Cosmetics.Set.MagicInstitute', 'SoundLibrary.ID.StepType.ShoesSneakers', 'SoundLibrary.ID.ClothingType.Generic', 'SoundLibrary.ID.HandType.Bare', 'Cosmetics.FrontEndPose.IsRebirth']",[],,outfit,Outfit,Rare,RARE,2021-12-16,1.6.0,https://media.fortniteapi.io/images/45e8d8be454a132b1731d56c9e9ec2bf/transparent.png,,https://media.fortniteapi.io/images/cosmetics/45e8d8be454a132b1731d56c9e9ec2bf/v2/background.png,https://media.fortniteapi.io/images/cosmetics/45e8d8be454a132b1731d56c9e9ec2bf/v2/icon_background.png,https://media.fortniteapi.io/images/cosmetics/45e8d8be454a132b1731d56c9e9ec2bf/v2/info.en.png,https://media.fortniteapi.io/images/icons/juno/cid_a_310_athena_commando_f_scholarfestive.png,https://media.fortniteapi.io/images/icons/beans/cid_a_310_athena_commando_f_scholarfestive.png,MagicInstitute,Oakwitch Academy,Part of the Oakwitch Academy set.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8156,CID_A_317_Athena_Commando_F_Lateral_HIKN9,MJ (No Way Home),"What's up, dorks?",,1500,,False,False,False,2021-12-17,2025-02-28,0.0,,,/BRCosmetics/Athena/Items/Cosmetics/Characters/CID_A_317_Athena_Commando_F_Lateral_HIKN9,"['Cosmetics.Filter.Season.19', 'Cosmetics.Source.ItemShop', 'Cosmetics.Set.CreepStep', 'SoundLibrary.ID.StepType.ShoesSneakers', 'SoundLibrary.ID.ClothingType.Generic', 'SoundLibrary.ID.HandType.Bare', 'Cosmetics.QuestsMetaData.Outfit.Lateral.hikn9']",[],,outfit,Outfit,Epic,Epic,2021-12-16,1.6.0,https://media.fortniteapi.io/images/66869d6722a3ead59f75e77070629089/transparent.png,,https://media.fortniteapi.io/images/cosmetics/66869d6722a3ead59f75e77070629089/v2/background.png,https://media.fortniteapi.io/images/cosmetics/66869d6722a3ead59f75e77070629089/v2/icon_background.png,https://media.fortniteapi.io/images/cosmetics/66869d6722a3ead59f75e77070629089/v2/info.en.png,,,CreepStep,No Way Home,Part of the No Way Home set.,,,,,,,,,,MarvelSeries,MARVEL SERIES,,,,,,,,,,,,,,,,,https://media.fortniteapi.io/images/displayAssets/v2/MAX/DAv2_CID_A_317_F_Lateral_HIKN9/MI_0.png
8157,CID_A_316_Athena_Commando_M_Lateral_K8XD9,Spider-Man (No Way Home),High school was hard enough even before Peter Parker got spider-powers.,,1500,,False,False,False,2021-12-17,2025-02-28,0.02,,,/BRCosmetics/Athena/Items/Cosmetics/Characters/CID_A_316_Athena_Commando_M_Lateral_K8XD9,"['Cosmetics.Variant.ForceLoadAllParts', 'Cosmetics.UserFacingFlags.BuiltInEmote', 'Cosmetics.UserFacingFlags.HasVariants', 'Cosmetics.Filter.Season.19', 'Cosmetics.Source.ItemShop', 'Cosmetics.Set.CreepStep', 'SoundLibrary.ID.StepType.BootsCombat', 'SoundLibrary.ID.ClothingType.Generic', 'SoundLibrary.ID.HandType.Bare', 'Cosmetics.QuestsMetaData.Outfit.Lateral.k8xd9']",[],,outfit,Outfit,Epic,Epic,2021-12-16,1.6.0,https://media.fortniteapi.io/images/d6400d2b9f845912f10d954d324e373c/transparent.png,,https://media.fortniteapi.io/images/cosmetics/d6400d2b9f845912f10d954d324e373c/v2/background.png,https://media.fortniteapi.io/images/cosmetics/d6400d2b9f845912f10d954d324e373c/v2/icon_background.png,https://media.fortniteapi.io/images/cosmetics/d6400d2b9f845912f10d954d324e373c/v2/info.en.png,https://media.fortniteapi.io/images/icons/juno/cid_a_316_athena_commando_m_lateral_k8xd9.png,,CreepStep,No Way Home,Part of the No Way Home set.,,,,,,,,,,MarvelSeries,MARVEL SERIES,EID_Lateral_7QJD6,emote,Emote,Amazing Unmasking,Because there's still no hole for eating.,Epic,Epic,,https://media.fortniteapi.io/images/cc21e1d0653443db9b6196eae79ddd7b/transparent.png,,https://media.fortniteapi.io/images/cosmetics/cc21e1d0653443db9b6196eae79ddd7b/v2/background.png,https://media.fortniteapi.io/images/cosmetics/cc21e1d0653443db9b6196eae79ddd7b/v2/icon_background.png,https://media.fortniteapi.io/images/cosmetics/cc21e1d0653443db9b6196eae79ddd7b/v2/info.en.png,,MarvelSeries,MARVEL SERIES,https://media.fortniteapi.io/images/displayAssets/v2/MAX/DAv2_CID_A_316_M_Lateral_K8XD9/MI_0.png
8158,CID_A_323_Athena_Commando_M_BananaWinter,Polar Peely,That's one cool banana.,,0,,False,False,False,,,0.02,,,/BRCosmetics/Athena/Items/Cosmetics/Characters/CID_A_323_Athena_Commando_M_BananaWinter,"['Cosmetics.Filter.Season.19', 'Cosmetics.Set.ColdCompete', 'SoundLibrary.ID.StepType.BarefootHeavy', 'SoundLibrary.ID.ClothingType.Generic', 'SoundLibrary.ID.HandType.Bare', 'Cosmetics.FrontEndPose.DontCrossArms']",[],,outfit,Outfit,Epic,Epic,2021-12-16,1.6.0,https://media.fortniteapi.io/images/c3e1bf3a067d5cadff612c68a0ddfba6/transparent.png,,https://media.fortniteapi.io/images/cosmetics/c3e1bf3a067d5cadff612c68a0ddfba6/v2/background.png,https://media.fortniteapi.io/images/cosmetics/c3e1bf3a067d5cadff612c68a0ddfba6/v2/icon_background.png,https://media.fortniteapi.io/images/cosmetics/c3e1bf3a067d5cadff612c68a0ddfba6/v2/info.en.png,https://media.fortniteapi.io/images/icons/juno/cid_a_323_athena_commando_m_bananawinter.png,https://media.fortniteapi.io/images/icons/beans/cid_a_323_athena_commando_m_bananawinter.png,ColdCompete,Winterfest '21,Part of the Winterfest '21 set.,,,,,,,,,,FrozenSeries,Frozen Series,,,,,,,,,,,,,,,,,
8167,CID_A_315_Athena_Commando_M_NightCapsule_B31L1,Frigid Foregoer,Thawed and ready for revenge.,,1200,,False,False,False,2021-12-24,2024-12-25,0.0,,,/BRCosmetics/Athena/Items/Cosmetics/Characters/CID_A_315_Athena_Commando_M_NightCapsule_B31L1,"['Cosmetics.Filter.Season.19', 'Cosmetics.Source.ItemShop', 'Cosmetics.Set.FrozenTraitor', 'SoundLibrary.ID.StepType.BootsHeeled', 'SoundLibrary.ID.ClothingType.ArmorLeather', 'SoundLibrary.ID.HandType.Glove']",[],,outfit,Outfit,Rare,RARE,2021-12-22,1.6.0,https://media.fortniteapi.io/images/c46a59e63dadbfae1ea9e17f8e887ced/transparent.png,,https://media.fortniteapi.io/images/cosmetics/c46a59e63dadbfae1ea9e17f8e887ced/v2/background.png,https://media.fortniteapi.io/images/cosmetics/c46a59e63dadbfae1ea9e17f8e887ced/v2/icon_background.png,https://media.fortniteapi.io/images/cosmetics/c46a59e63dadbfae1ea9e17f8e887ced/v2/info.en.png,https://media.fortniteapi.io/images/icons/juno/cid_a_315_athena_commando_m_nightcapsule_b31l1.png,https://media.fortniteapi.io/images/icons/beans/cid_a_315_athena_commando_m_nightcapsule_b31l1.png,FrozenTraitor,Arctic Renegades,Part of the Arctic Renegades set.,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://media.fortniteapi.io/images/displayAssets/v2/MAX/DAv2_CID_A_315_M_NightCapsule_B31L1/MI_0.png
8168,CID_A_314_Athena_Commando_F_NightCapsule_TAK2P,Nalia,Fierce guardian of her ancestral frozen forests.,,1200,,False,False,False,2021-12-24,2024-10-20,0.0,,,/BRCosmetics/Athena/Items/Cosmetics/Characters/CID_A_314_Athena_Commando_F_NightCapsule_TAK2P,"['Cosmetics.Filter.Season.19', 'Cosmetics.Source.ItemShop', 'Cosmetics.Set.FrozenTraitor', 'SoundLibrary.ID.StepType.ShoesDress', 'SoundLibrary.ID.ClothingType.Generic', 'SoundLibrary.ID.HandType.Glove', 'Cosmetics.FrontEndPose.DontHandsOnHips']",[],,outfit,Outfit,Rare,RARE,2021-12-22,1.6.0,https://media.fortniteapi.io/images/3da32cea94f74727d84e3fdae3c83766/transparent.png,,https://media.fortniteapi.io/images/cosmetics/3da32cea94f74727d84e3fdae3c83766/v2/background.png,https://media.fortniteapi.io/images/cosmetics/3da32cea94f74727d84e3fdae3c83766/v2/icon_background.png,https://media.fortniteapi.io/images/cosmetics/3da32cea94f74727d84e3fdae3c83766/v2/info.en.png,https://media.fortniteapi.io/images/icons/juno/cid_a_314_athena_commando_f_nightcapsule_tak2p.png,https://media.fortniteapi.io/images/icons/beans/cid_a_314_athena_commando_f_nightcapsule_tak2p.png,FrozenTraitor,Arctic Renegades,Part of the Arctic Renegades set.,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://media.fortniteapi.io/images/displayAssets/v2/MAX/DAv2_CID_A_314_F_NightCapsule_TAK2P/MI_0.png
8171,CID_A_309_Athena_Commando_M_OrbitTeal_9RBJL,Boba Fett,A simple man making his way through the galaxy like his father before him.,,1500,,False,False,True,2021-12-25,2024-08-20,0.0,,,/BRCosmetics/Athena/Items/Cosmetics/Characters/CID_A_309_Athena_Commando_M_OrbitTeal_9RBJL,"['Cosmetics.UserFacingFlags.BuiltInEmote', 'Cosmetics.Filter.Season.19', 'Cosmetics.Source.ItemShop', 'Cosmetics.Set.LooseBeam', 'SoundLibrary.ID.StepType.BootsCombat', 'SoundLibrary.ID.ClothingType.ArmorLeather', 'SoundLibrary.ID.HandType.Glove', 'Cosmetics.UserFacingFlags.Reactive', 'Cosmetics.Character.RestrictCape']",[],,outfit,Outfit,Epic,Epic,2021-12-25,1.6.0,https://media.fortniteapi.io/images/22952fe4c653be06ed464eede50dd6a2/transparent.png,,https://media.fortniteapi.io/images/cosmetics/22952fe4c653be06ed464eede50dd6a2/v2/background.png,https://media.fortniteapi.io/images/cosmetics/22952fe4c653be06ed464eede50dd6a2/v2/icon_background.png,https://media.fortniteapi.io/images/cosmetics/22952fe4c653be06ed464eede50dd6a2/v2/info.en.png,https://media.fortniteapi.io/images/icons/juno/cid_a_309_athena_commando_m_orbitteal_9rbjl.png,,LooseBeam,Book of Boba Fett,Part of the Book of Boba Fett set.,,,,,,,,,,ColumbusSeries,Star Wars Series,EID_OrbitTeal_1XLAO,emote,Emote,Targeting Computer Online,Scan the horizon for your target.,Epic,Epic,,https://media.fortniteapi.io/images/b0e8e3a0d2a6fce052505e3d5cbe303e/transparent.png,,https://media.fortniteapi.io/images/cosmetics/b0e8e3a0d2a6fce052505e3d5cbe303e/v2/background.png,https://media.fortniteapi.io/images/cosmetics/b0e8e3a0d2a6fce052505e3d5cbe303e/v2/icon_background.png,https://media.fortniteapi.io/images/cosmetics/b0e8e3a0d2a6fce052505e3d5cbe303e/v2/info.en.png,,ColumbusSeries,Star Wars Series,https://media.fortniteapi.io/images/displayAssets/v2/MAX/DAv2_CID_A_309_M_OrbitTeal_9RBJL/MI_0.png
8185,CID_A_324_Athena_Commando_F_InnovatorFestive_3FUPH,Snow Stealth Slone,Equipped for the frostiest stealth missions.,,0,,False,False,False,,,0.0,,,/BRCosmetics/Athena/Items/Cosmetics/Characters/CID_A_324_Athena_Commando_F_InnovatorFestive_3FUPH,"['Cosmetics.Filter.Season.19', 'Cosmetics.UserFacingFlags.HasVariants', 'Cosmetics.Set.ColdDestroy', 'SoundLibrary.ID.StepType.BootsCombat', 'SoundLibrary.ID.ClothingType.Generic', 'SoundLibrary.ID.HandType.Glove', 'Cosmetics.FrontEndPose.DontHandsOnHips']",[],,outfit,Outfit,Epic,Epic,2021-12-28,1.6.0,https://media.fortniteapi.io/images/6d4086590e8cdffbddd295358155b82a/transparent.png,,https://media.fortniteapi.io/images/cosmetics/6d4086590e8cdffbddd295358155b82a/v2/background.png,https://media.fortniteapi.io/images/cosmetics/6d4086590e8cdffbddd295358155b82a/v2/icon_background.png,https://media.fortniteapi.io/images/cosmetics/6d4086590e8cdffbddd295358155b82a/v2/info.en.png,https://media.fortniteapi.io/images/icons/juno/cid_a_324_athena_commando_f_innovatorfestive_3fuph.png,https://media.fortniteapi.io/images/icons/beans/cid_a_324_athena_commando_f_innovatorfestive_3fuph.png,ColdDestroy,Chilling Domination,Part of the Chilling Domination set.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8194,CID_A_305_Athena_Commando_F_Slither_C_UE2Q9,Shuto Striker,Chop it up.,,800,,False,False,False,2021-12-31,2022-09-10,0.0,,,/BRCosmetics/Athena/Items/Cosmetics/Characters/CID_A_305_Athena_Commando_F_Slither_C_UE2Q9,"['Cosmetics.Filter.Season.19', 'Cosmetics.UserFacingFlags.HasVariants', 'Cosmetics.Source.ItemShop', 'Cosmetics.Set.AcidVain', 'SoundLibrary.ID.StepType.Barefoot', 'SoundLibrary.ID.ClothingType.Generic', 'SoundLibrary.ID.HandType.Bare']",[],,outfit,Outfit,Uncommon,UNCOMMON,2021-12-31,1.6.0,https://media.fortniteapi.io/images/d21d66fa0862d77b174b07425d298335/transparent.png,,https://media.fortniteapi.io/images/cosmetics/d21d66fa0862d77b174b07425d298335/v2/background.png,https://media.fortniteapi.io/images/cosmetics/d21d66fa0862d77b174b07425d298335/v2/icon_background.png,https://media.fortniteapi.io/images/cosmetics/d21d66fa0862d77b174b07425d298335/v2/info.en.png,,,AcidVain,Cobra Kai,Part of the Cobra Kai set.,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://media.fortniteapi.io/images/displayAssets/v2/MAX/DAv2_CID_A_305_F_Slither_C_UE2Q9/MI_0.png
8195,CID_A_303_Athena_Commando_F_Slither_D0YX9,Kata Captain,This is what she's trained for.,,800,,False,False,False,2021-12-31,2022-09-10,0.0,,,/BRCosmetics/Athena/Items/Cosmetics/Characters/CID_A_303_Athena_Commando_F_Slither_D0YX9,"['Cosmetics.Filter.Season.19', 'Cosmetics.UserFacingFlags.HasVariants', 'Cosmetics.Source.ItemShop', 'Cosmetics.Set.AcidVain', 'SoundLibrary.ID.StepType.Barefoot', 'SoundLibrary.ID.ClothingType.Generic', 'SoundLibrary.ID.HandType.Bare']",[],,outfit,Outfit,Uncommon,UNCOMMON,2021-12-31,1.6.0,https://media.fortniteapi.io/images/f1bc1bad7295f71ac2797273ec99644b/transparent.png,,https://media.fortniteapi.io/images/cosmetics/f1bc1bad7295f71ac2797273ec99644b/v2/background.png,https://media.fortniteapi.io/images/cosmetics/f1bc1bad7295f71ac2797273ec99644b/v2/icon_background.png,https://media.fortniteapi.io/images/cosmetics/f1bc1bad7295f71ac2797273ec99644b/v2/info.en.png,,,AcidVain,Cobra Kai,Part of the Cobra Kai set.,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://media.fortniteapi.io/images/displayAssets/v2/MAX/DAv2_CID_A_303_F_Slither_D0YX9/MI_0.png
8196,CID_A_301_Athena_Commando_M_Slither_D_O7BM2,Black Belt Brawler,These colors were earned.,,800,,False,False,False,2021-12-31,2022-09-10,0.0,,,/BRCosmetics/Athena/Items/Cosmetics/Characters/CID_A_301_Athena_Commando_M_Slither_D_O7BM2,"['Cosmetics.Filter.Season.19', 'Cosmetics.UserFacingFlags.HasVariants', 'Cosmetics.Source.ItemShop', 'Cosmetics.Set.AcidVain', 'SoundLibrary.ID.StepType.Barefoot', 'SoundLibrary.ID.ClothingType.Generic', 'SoundLibrary.ID.HandType.Bare']",[],,outfit,Outfit,Uncommon,UNCOMMON,2021-12-31,1.6.0,https://media.fortniteapi.io/images/11cab1ec7c73a84f0969be5adb6817a4/transparent.png,,https://media.fortniteapi.io/images/cosmetics/11cab1ec7c73a84f0969be5adb6817a4/v2/background.png,https://media.fortniteapi.io/images/cosmetics/11cab1ec7c73a84f0969be5adb6817a4/v2/icon_background.png,https://media.fortniteapi.io/images/cosmetics/11cab1ec7c73a84f0969be5adb6817a4/v2/info.en.png,,,AcidVain,Cobra Kai,Part of the Cobra Kai set.,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://media.fortniteapi.io/images/displayAssets/v2/MAX/DAv2_CID_A_301_M_Slither_D_O7BM2/MI_0.png
8197,CID_A_302_Athena_Commando_M_Slither_E_U47BK,Kumite Clasher,Combat trained and battle ready.,,800,,False,False,False,2021-12-31,2022-09-10,0.0,,,/BRCosmetics/Athena/Items/Cosmetics/Characters/CID_A_302_Athena_Commando_M_Slither_E_U47BK,"['Cosmetics.Filter.Season.19', 'Cosmetics.UserFacingFlags.HasVariants', 'Cosmetics.Source.ItemShop', 'Cosmetics.Set.AcidVain', 'SoundLibrary.ID.StepType.Barefoot', 'SoundLibrary.ID.ClothingType.Generic', 'SoundLibrary.ID.HandType.Bare']",[],,outfit,Outfit,Uncommon,UNCOMMON,2021-12-31,1.6.0,https://media.fortniteapi.io/images/59b461ab03f23b41119e982a31fc63ca/transparent.png,,https://media.fortniteapi.io/images/cosmetics/59b461ab03f23b41119e982a31fc63ca/v2/background.png,https://media.fortniteapi.io/images/cosmetics/59b461ab03f23b41119e982a31fc63ca/v2/icon_background.png,https://media.fortniteapi.io/images/cosmetics/59b461ab03f23b41119e982a31fc63ca/v2/info.en.png,,,AcidVain,Cobra Kai,Part of the Cobra Kai set.,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://media.fortniteapi.io/images/displayAssets/v2/MAX/DAv2_CID_A_302_M_Slither_E_U47BK/MI_0.png
8198,CID_A_307_Athena_Commando_F_Slither_E_CSPZ8,Heron Stance Hero,Strike with speed. Fight with honor.,,800,,False,False,False,2021-12-31,2022-09-10,0.01,,,/BRCosmetics/Athena/Items/Cosmetics/Characters/CID_A_307_Athena_Commando_F_Slither_E_CSPZ8,"['Cosmetics.Filter.Season.19', 'Cosmetics.UserFacingFlags.HasVariants', 'Cosmetics.Source.ItemShop', 'Cosmetics.Set.AcidVain', 'SoundLibrary.ID.StepType.Barefoot', 'SoundLibrary.ID.ClothingType.Generic', 'SoundLibrary.ID.HandType.Bare']",[],,outfit,Outfit,Uncommon,UNCOMMON,2021-12-31,1.6.0,https://media.fortniteapi.io/images/1548c964b85d40663c8e9d2c693920ee/transparent.png,,https://media.fortniteapi.io/images/cosmetics/1548c964b85d40663c8e9d2c693920ee/v2/background.png,https://media.fortniteapi.io/images/cosmetics/1548c964b85d40663c8e9d2c693920ee/v2/icon_background.png,https://media.fortniteapi.io/images/cosmetics/1548c964b85d40663c8e9d2c693920ee/v2/info.en.png,,,AcidVain,Cobra Kai,Part of the Cobra Kai set.,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://media.fortniteapi.io/images/displayAssets/v2/MAX/DAv2_CID_A_307_F_Slither_E_CSPZ8/MI_0.png
8199,CID_A_298_Athena_Commando_M_Slither_EJ6DB,Karateka Jones,Learning karate to defend reality.,,800,,False,False,False,2021-12-31,2022-09-10,0.0,,,/BRCosmetics/Athena/Items/Cosmetics/Characters/CID_A_298_Athena_Commando_M_Slither_EJ6DB,"['Cosmetics.Filter.Season.19', 'Cosmetics.UserFacingFlags.HasVariants', 'Cosmetics.Source.ItemShop', 'Cosmetics.Set.AcidVain', 'SoundLibrary.ID.StepType.Barefoot', 'SoundLibrary.ID.ClothingType.Generic', 'SoundLibrary.ID.HandType.Bare']",[],,outfit,Outfit,Uncommon,UNCOMMON,2021-12-31,1.6.0,https://media.fortniteapi.io/images/d92bc3ce1e0c3eb874d135b131879c58/transparent.png,,https://media.fortniteapi.io/images/cosmetics/d92bc3ce1e0c3eb874d135b131879c58/v2/background.png,https://media.fortniteapi.io/images/cosmetics/d92bc3ce1e0c3eb874d135b131879c58/v2/icon_background.png,https://media.fortniteapi.io/images/cosmetics/d92bc3ce1e0c3eb874d135b131879c58/v2/info.en.png,,,AcidVain,Cobra Kai,Part of the Cobra Kai set.,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://media.fortniteapi.io/images/displayAssets/v2/MAX/DAv2_CID_A_298_M_Slither_EJ6DB/MI_0.png
8200,CID_A_306_Athena_Commando_F_Slither_D_I6D2O,Keri Commander,Never skipped leg day even once.,,800,,False,False,False,2021-12-31,2022-09-10,0.0,,,/BRCosmetics/Athena/Items/Cosmetics/Characters/CID_A_306_Athena_Commando_F_Slither_D_I6D2O,"['Cosmetics.Source.ItemShop', 'Cosmetics.Filter.Season.19', 'Cosmetics.UserFacingFlags.HasVariants', 'Cosmetics.Set.AcidVain', 'SoundLibrary.ID.StepType.Barefoot', 'SoundLibrary.ID.ClothingType.Generic', 'SoundLibrary.ID.HandType.Bare']",[],,outfit,Outfit,Uncommon,UNCOMMON,2021-12-31,1.6.0,https://media.fortniteapi.io/images/865f1d1045ad6ae96ec4c7ce0e7cdbab/transparent.png,,https://media.fortniteapi.io/images/cosmetics/865f1d1045ad6ae96ec4c7ce0e7cdbab/v2/background.png,https://media.fortniteapi.io/images/cosmetics/865f1d1045ad6ae96ec4c7ce0e7cdbab/v2/icon_background.png,https://media.fortniteapi.io/images/cosmetics/865f1d1045ad6ae96ec4c7ce0e7cdbab/v2/info.en.png,,,AcidVain,Cobra Kai,Part of the Cobra Kai set.,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://media.fortniteapi.io/images/displayAssets/v2/MAX/DAv2_CID_A_306_F_Slither_D_I6D2O/MI_0.png
8201,CID_A_299_Athena_Commando_M_Slither_B_1X28D,Dojo Defender,Rival dojos beware.,,800,,False,False,False,2021-12-31,2022-09-10,0.0,,,/BRCosmetics/Athena/Items/Cosmetics/Characters/CID_A_299_Athena_Commando_M_Slither_B_1X28D,"['Cosmetics.Filter.Season.19', 'Cosmetics.UserFacingFlags.HasVariants', 'Cosmetics.Source.ItemShop', 'Cosmetics.Set.AcidVain', 'SoundLibrary.ID.StepType.Barefoot', 'SoundLibrary.ID.ClothingType.Generic', 'SoundLibrary.ID.HandType.Bare']",[],,outfit,Outfit,Uncommon,UNCOMMON,2021-12-31,1.6.0,https://media.fortniteapi.io/images/748fbc09de8b8d69244701b389f55a37/transparent.png,,https://media.fortniteapi.io/images/cosmetics/748fbc09de8b8d69244701b389f55a37/v2/background.png,https://media.fortniteapi.io/images/cosmetics/748fbc09de8b8d69244701b389f55a37/v2/icon_background.png,https://media.fortniteapi.io/images/cosmetics/748fbc09de8b8d69244701b389f55a37/v2/info.en.png,,,AcidVain,Cobra Kai,Part of the Cobra Kai set.,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://media.fortniteapi.io/images/displayAssets/v2/MAX/DAv2_CID_A_299_M_Slither_B_1X28D/MI_0.png
8202,CID_A_300_Athena_Commando_M_Slither_C_IJ94B,Gi Guardian,The robe isn't just for show.,,800,,False,False,False,2021-12-31,2022-09-10,0.0,,,/BRCosmetics/Athena/Items/Cosmetics/Characters/CID_A_300_Athena_Commando_M_Slither_C_IJ94B,"['Cosmetics.Filter.Season.19', 'Cosmetics.UserFacingFlags.HasVariants', 'Cosmetics.Source.ItemShop', 'Cosmetics.Set.AcidVain', 'SoundLibrary.ID.StepType.Barefoot', 'SoundLibrary.ID.ClothingType.Generic', 'SoundLibrary.ID.HandType.Bare']",[],,outfit,Outfit,Uncommon,UNCOMMON,2021-12-31,1.6.0,https://media.fortniteapi.io/images/b97b6fd09d7cba5a14cb197050262bec/transparent.png,,https://media.fortniteapi.io/images/cosmetics/b97b6fd09d7cba5a14cb197050262bec/v2/background.png,https://media.fortniteapi.io/images/cosmetics/b97b6fd09d7cba5a14cb197050262bec/v2/icon_background.png,https://media.fortniteapi.io/images/cosmetics/b97b6fd09d7cba5a14cb197050262bec/v2/info.en.png,,,AcidVain,Cobra Kai,Part of the Cobra Kai set.,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://media.fortniteapi.io/images/displayAssets/v2/MAX/DAv2_CID_A_300_M_Slither_C_IJ94B/MI_0.png
8203,CID_A_304_Athena_Commando_F_Slither_B_MO4VZ,Mat Master,Step up to the mat and see what happens.,,800,,False,False,False,2021-12-31,2022-09-10,0.0,,,/BRCosmetics/Athena/Items/Cosmetics/Characters/CID_A_304_Athena_Commando_F_Slither_B_MO4VZ,"['Cosmetics.Filter.Season.19', 'Cosmetics.UserFacingFlags.HasVariants', 'Cosmetics.Source.ItemShop', 'Cosmetics.Set.AcidVain', 'SoundLibrary.ID.StepType.Barefoot', 'SoundLibrary.ID.ClothingType.Generic', 'SoundLibrary.ID.HandType.Bare']",[],,outfit,Outfit,Uncommon,UNCOMMON,2021-12-31,1.6.0,https://media.fortniteapi.io/images/d872bf674017f1de2aa2f786efaa8143/transparent.png,,https://media.fortniteapi.io/images/cosmetics/d872bf674017f1de2aa2f786efaa8143/v2/background.png,https://media.fortniteapi.io/images/cosmetics/d872bf674017f1de2aa2f786efaa8143/v2/icon_background.png,https://media.fortniteapi.io/images/cosmetics/d872bf674017f1de2aa2f786efaa8143/v2/info.en.png,,,AcidVain,Cobra Kai,Part of the Cobra Kai set.,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://media.fortniteapi.io/images/displayAssets/v2/MAX/DAv2_CID_A_304_F_Slither_B_MO4VZ/MI_0.png
8227,CID_A_326_Athena_Commando_M_SharpDresserBlack,Stash'd,No one said being fresh was easy.,,800,,False,False,False,2022-01-30,2025-04-19,0.02,,,/BRCosmetics/Athena/Items/Cosmetics/Characters/CID_A_326_Athena_Commando_M_SharpDresserBlack,"['Cosmetics.Filter.Season.19', 'Cosmetics.UserFacingFlags.HasVariants', 'SoundLibrary.ID.StepType.ShoesSneakers', 'SoundLibrary.ID.ClothingType.Generic', 'SoundLibrary.ID.HandType.Bare', 'Cosmetics.Set.FadAhead']",[],,outfit,Outfit,Uncommon,UNCOMMON,2022-01-18,1.6.0,https://media.fortniteapi.io/images/3973f37c8016b0394c939e16c412b1cc/transparent.png,,https://media.fortniteapi.io/images/cosmetics/3973f37c8016b0394c939e16c412b1cc/v2/background.png,https://media.fortniteapi.io/images/cosmetics/3973f37c8016b0394c939e16c412b1cc/v2/icon_background.png,https://media.fortniteapi.io/images/cosmetics/3973f37c8016b0394c939e16c412b1cc/v2/info.en.png,https://media.fortniteapi.io/images/icons/juno/cid_a_326_athena_commando_m_sharpdresserblack.png,https://media.fortniteapi.io/images/icons/beans/cid_a_326_athena_commando_m_sharpdresserblack.png,FadAhead,Fashion Forward,Part of the Fashion Forward set.,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://media.fortniteapi.io/images/displayAssets/v2/MAX/DAv2_CID_A_326_M_SharpDresserBlack/MI_0.png
