Wall time,Step,Value
1751839095.784683,2953,0.04704419896006584
1751839100.3028688,2956,0.04684101790189743
1751839104.8221607,2959,0.04676893725991249
1751839110.8394654,2963,0.046723660081624985
1751839115.3478625,2966,0.046604327857494354
1751839118.3517904,2968,0.046786729246377945
1751839127.3599277,2974,0.04690801352262497
1751839134.8806987,2979,0.04695425555109978
1751839136.3853266,2980,0.04689241200685501
1751839143.8789775,2985,0.046971939504146576
1751839146.9038126,2987,0.046755217015743256
1751839157.443134,2994,0.04694076254963875
1751839161.9538379,2997,0.04712516814470291
1751839164.9620104,2999,0.04706168919801712
1751839166.6228611,3000,0.04713897407054901
1751839169.6391668,3002,0.04710238426923752
1751839171.1315904,3003,0.04698614031076431
1751839174.1336937,3005,0.04688720777630806
1751839183.1583238,3011,0.046934615820646286
1751839196.7265432,3020,0.0463891476392746
1751839204.2378967,3025,0.04629503935575485
1751839211.7475615,3030,0.0460006520152092
1751839219.2343864,3035,0.04616663604974747
1751839238.787852,3048,0.04605190455913544
1751839240.2983603,3049,0.04596945643424988
1751839241.8193603,3050,0.04593103751540184
1751839256.810973,3060,0.045697689056396484
1751839267.3338695,3067,0.045377302914857864
1751839271.8702526,3070,0.0453304685652256
1751839279.5612345,3075,0.045042697340250015
1751839293.1220362,3084,0.04546133801341057
1751839294.6220033,3085,0.04533473029732704
1751839303.6518922,3091,0.045339435338974
1751839312.6972735,3097,0.045498546212911606
1751839317.2240038,3100,0.04539136216044426
1751839323.2246878,3104,0.045308053493499756
1751839324.7305927,3105,0.04524975270032883
1751839326.2329283,3106,0.04527849704027176
1751839329.2478287,3108,0.045616548508405685
1751839335.2275827,3112,0.04550943151116371
1751839339.7495992,3115,0.04524257779121399
1751839341.2593462,3116,0.04538718983530998
1751839347.2554162,3120,0.04525033384561539
1751839348.7573016,3121,0.04526904597878456
1751839350.2547843,3122,0.04521507769823074
1751839357.7596576,3127,0.045348454266786575
1751839360.771973,3129,0.04528283700346947
1751839375.8711603,3139,0.04573940485715866
1751839386.4363704,3146,0.04597192257642746
1751839407.43917,3151,0.045825500041246414
1751839410.4340436,3153,0.04586482048034668
1751839414.9823353,3156,0.04499136283993721
1751839433.0823882,3168,0.04478166624903679
1751839437.6009467,3171,0.044697314500808716
1751839442.1361375,3174,0.04461463540792465
1751839449.669868,3179,0.04454374685883522
1751839463.1393309,3188,0.04456565901637077
1751839467.6351373,3191,0.044531792402267456
1751839470.657599,3193,0.04431908205151558
1751839478.2063282,3198,0.04434990882873535
1751839481.2027774,3200,0.04417881369590759
1751839487.223972,3204,0.04394087195396423
1751839488.7436726,3205,0.0439426451921463
1751839500.992034,3213,0.04375005513429642
1751839507.0052354,3217,0.04393858090043068
1751839508.5040336,3218,0.04382013529539108
1751839513.0386782,3221,0.043766871094703674
1751839516.0215163,3223,0.04381290078163147
1751839526.5803561,3230,0.04407314583659172
1751839532.6107075,3234,0.04434884712100029
1751839538.5925448,3238,0.04422532767057419
1751839544.605606,3242,0.0443115271627903
1751839547.6212258,3244,0.044173698872327805
1751839556.6404343,3250,0.04416905343532562
1751839577.73698,3264,0.04415431246161461
1751839580.7204344,3266,0.044115569442510605
1751839585.242716,3269,0.04420224577188492
1751839589.7883174,3272,0.044406577944755554
1751839594.277903,3275,0.0446569100022316
1751839595.7782884,3276,0.04475724697113037
1751839603.2705762,3281,0.04513009637594223
1751839615.4261534,3289,0.04531322792172432
1751839624.5327883,3295,0.04503311961889267
1751839629.0463696,3298,0.04507066309452057
1751839630.5572317,3299,0.045186638832092285
1751839642.6214073,3307,0.04496465250849724
1751839654.6955922,3315,0.0447470098733902
1751839674.2774334,3328,0.04499002546072006
1751839684.7889028,3335,0.044953495264053345
1751839693.8028426,3341,0.0451277419924736
1751839701.3267546,3346,0.044951628893613815
1751839713.3692467,3354,0.044962771236896515
1751839717.9070625,3357,0.045194972306489944
1751839743.4244933,3365,0.04554487019777298
1751839744.9373019,3366,0.04573909565806389
1751839746.4392927,3367,0.04585860297083855
1751839752.4243503,3371,0.04553232342004776
1751839753.9255033,3372,0.04581832513213158
1751839755.4318871,3373,0.04583662375807762
1751839758.4201388,3375,0.04617203772068024
1751839762.9631634,3378,0.04611224681138992
1751839765.9756572,3380,0.04627823457121849
1751839773.459605,3385,0.04607527703046799
1751839774.944671,3386,0.04613109678030014
1751839779.492232,3389,0.0462639294564724
1751839786.9993122,3394,0.04626297205686569
1751839788.493504,3395,0.046276628971099854
1751839793.062841,3398,0.04608048498630524
1751839800.6163378,3403,0.046034011989831924
1751839803.6027937,3405,0.046234630048274994
1751839808.1014812,3408,0.04622625187039375
1751839809.6064801,3409,0.04635215923190117
1751839811.122218,3410,0.04645177721977234
1751839815.6335251,3413,0.046352285891771317
1751839824.667331,3419,0.04646353796124458
1751839830.8044953,3423,0.04658805951476097
1751839836.8190346,3427,0.046579137444496155
1751839847.3148293,3434,0.04642803221940994
1751839848.8093114,3435,0.0464741475880146
1751839851.8091211,3437,0.046415288001298904
1751839856.2964776,3440,0.04634442925453186
1751839863.7626975,3445,0.04627995565533638
1751839878.693651,3455,0.04649965465068817
1751839880.1977863,3456,0.0465933233499527
1751839886.2212675,3460,0.046585455536842346
1751839889.2114515,3462,0.04684862121939659
1751839899.735859,3469,0.046393509954214096
1751839902.7347302,3471,0.046264659613370895
1751839905.741082,3473,0.04623401165008545
1751839910.268846,3476,0.04636532440781593
1751839917.8104768,3481,0.04626711457967758
1751839919.3144083,3482,0.04621533676981926
1751839920.8181667,3483,0.04618838429450989
1751839922.3112223,3484,0.04605254530906677
1751839923.81779,3485,0.04596979543566704
1751839925.3198476,3486,0.045923784375190735
1751839931.3664036,3490,0.04573969542980194
1751839934.3783321,3492,0.045655831694602966
1751839937.5198166,3494,0.04567675665020943
1751839942.0118856,3497,0.045537009835243225
1751839946.5270596,3500,0.04565786197781563
1751839948.0363293,3501,0.04564205929636955
1751839952.5799189,3504,0.0456673726439476
1751839969.1533053,3515,0.04512244090437889
1751839976.7186525,3520,0.045117199420928955
1751839978.2365959,3521,0.04515687748789787
1751839987.272286,3527,0.045298393815755844
1751840000.8174984,3536,0.0448843315243721
1751840002.322728,3537,0.044942282140254974
1751840009.8576334,3542,0.04476254805922508
1751840014.3890321,3545,0.045017875730991364
1751840023.4180882,3551,0.04524889588356018
1751840029.450978,3555,0.04498978704214096
1751840035.497031,3559,0.04499731585383415
1751840038.5200133,3561,0.04472889378666878
1751840047.5427465,3567,0.04445210471749306
1751840051.922719,3570,0.04452548548579216
1751840071.5193417,3574,0.04456145316362381
1751840074.5337687,3576,0.04462767019867897
1751840076.0388389,3577,0.044438838958740234
1751840080.55821,3580,0.04448000714182854
1751840082.0615642,3581,0.044429752975702286
1751840088.0557506,3585,0.04428378865122795
1751840092.59485,3588,0.044371820986270905
1751840094.1094656,3589,0.04433621093630791
1751840098.641132,3592,0.04449594393372536
1751840112.2017446,3601,0.04482848197221756
1751840124.2961123,3609,0.04455983638763428
1751840131.819153,3614,0.04443982616066933
1751840133.3315318,3615,0.04433850571513176
1751840134.8535523,3616,0.044248081743717194
1751840136.3744447,3617,0.044324688613414764
1751840140.9062104,3620,0.04413812234997749
1751840146.919517,3624,0.04433527961373329
1751840157.5883281,3631,0.04436013475060463
1751840171.1620831,3640,0.04359252378344536
1751840193.7510254,3655,0.043832018971443176
1751840198.2659106,3658,0.04387379065155983
1751840201.2951148,3660,0.04372918978333473
1751840204.3123136,3662,0.043654363602399826
1751840208.8468764,3665,0.04375000298023224
1751840211.8614695,3667,0.0437827967107296
1751840214.8809958,3669,0.04384928196668625
1751840217.8840847,3671,0.043618954718112946
1751840219.3899868,3672,0.04365388676524162
1751840220.8979495,3673,0.04369278624653816
1751840238.9167204,3685,0.043929360806941986
1751840247.9287987,3691,0.043982602655887604
1751840261.41747,3700,0.043877482414245605
1751840262.9006152,3701,0.04388245567679405
1751840273.5430999,3708,0.04381000995635986
1751840279.530206,3712,0.04357938840985298
1751840281.0461397,3713,0.0436423234641552
1751840288.5516677,3718,0.04365215823054314
1751840290.0587897,3719,0.043671172112226486
1751840294.573506,3722,0.043880969285964966
1751840306.637125,3730,0.04385675862431526
1751840311.178684,3733,0.04398953914642334
1751840312.6802104,3734,0.04408121854066849
1751840326.2619998,3743,0.044452231377363205
1751840330.778503,3746,0.044441405683755875
1751840332.2705326,3747,0.04447563365101814
1751840335.2843695,3749,0.044393811374902725
1751840336.7893436,3750,0.04444514214992523
1751840341.3153822,3753,0.04464678093791008
1751840342.816265,3754,0.044617608189582825
1751840344.3301275,3755,0.044419266283512115
1751840354.8226888,3762,0.044326845556497574
1751840357.826268,3764,0.044341009110212326
1751840360.8464305,3766,0.044321514666080475
1751840378.8720393,3778,0.04409117251634598
1751840396.8073525,3781,0.044295698404312134
1751840398.307138,3782,0.044305890798568726
1751840399.8171687,3783,0.04427078738808632
1751840401.331027,3784,0.04404761642217636
1751840407.3473547,3788,0.04402387514710426
1751840411.854737,3791,0.0443810299038887
1751840434.445529,3806,0.044320423156023026
1751840435.965004,3807,0.04415011778473854
1751840437.4665077,3808,0.04414868354797363
1751840446.4908345,3814,0.04403441771864891
1751840449.5308404,3816,0.04427366703748703
1751840455.6060302,3820,0.044415708631277084
1751840461.6573405,3824,0.044547196477651596
1751840463.175206,3825,0.044409267604351044
1751840470.6979353,3830,0.04475027695298195
1751840485.928132,3840,0.04493112489581108
1751840499.4793923,3849,0.045361485332250595
1751840502.4837587,3851,0.04525362327694893
1751840503.9872172,3852,0.045223698019981384
1751840505.5057771,3853,0.04526999965310097
1751840510.0054328,3856,0.04520647972822189
1751840513.022491,3858,0.04521328955888748
1751840517.5253434,3861,0.044997818768024445
1751840531.0517159,3870,0.044999122619628906
1751840535.5661995,3873,0.045131415128707886
1751840540.0655982,3876,0.044731445610523224
1751840555.1309698,3886,0.04497285932302475
1751840573.2906675,3898,0.04522748291492462
1751840580.814837,3903,0.04563649371266365
1751840589.8082035,3909,0.04579281434416771
1751840591.3147845,3910,0.04582402855157852
1751840594.3217666,3912,0.04588770121335983
1751840600.4750028,3916,0.04603538662195206
1751840609.4944255,3922,0.04588337615132332
1751840614.026947,3925,0.045933566987514496
1751840617.0331366,3927,0.045840878039598465
1751840620.0518441,3929,0.04589710757136345
1751840624.571393,3932,0.045846953988075256
1751840627.5932825,3934,0.04594867676496506
1751840629.090553,3935,0.04577810317277908
1751840632.1065867,3937,0.04580901563167572
1751840636.5986633,3940,0.04572411626577377
1751840657.718523,3954,0.04506568983197212
1751840659.2422564,3955,0.04501838609576225
1751840663.7622066,3958,0.045291393995285034
1751840672.7709885,3964,0.04517298936843872
1751840675.7859113,3966,0.04521993175148964
1751840677.293795,3967,0.04503254592418671
1751840690.8198974,3976,0.04537118598818779
1751840692.3197105,3977,0.045476749539375305
1751840699.8382535,3982,0.04533173888921738
1751840701.3369403,3983,0.04534022882580757
1751840702.8395033,3984,0.04533037543296814
1751840707.3436224,3987,0.04562593251466751
1751840708.8566284,3988,0.04554358497262001
1751840729.7526371,3993,0.04537790268659592
1751840737.2624404,3998,0.04544677585363388
1751840741.7576816,4001,0.04531366750597954
1751840753.7972639,4009,0.045223552733659744
1751840759.8579047,4013,0.044769685715436935
1751840762.8697705,4015,0.04480510577559471
1751840776.4342027,4024,0.04471251368522644
1751840783.9563813,4029,0.044791534543037415
1751840792.9577959,4035,0.04483542591333389
1751840794.4643714,4036,0.044827401638031006
1751840800.4736168,4040,0.04466092959046364
1751840801.986102,4041,0.044475968927145004
1751840812.5736296,4048,0.04443894699215889
1751840823.2796977,4055,0.04436936601996422
1751840832.3394675,4061,0.04466213285923004
1751840836.8411918,4064,0.044754136353731155
1751840839.8719988,4066,0.044824808835983276
1751840841.3951726,4067,0.044983528554439545
1751840851.942099,4074,0.044970836490392685
1751840860.9668074,4080,0.04465540498495102
1751840863.9860518,4082,0.04457893222570419
1751840865.4958086,4083,0.04451997950673103
1751840868.4829993,4085,0.04462912306189537
1751840874.5006773,4089,0.04451010376214981
1751840880.5151126,4093,0.044317204505205154
1751840888.0384161,4098,0.04443102329969406
1751840892.5393524,4101,0.044198762625455856
1751840906.0763714,4110,0.044408224523067474
1751840909.090139,4112,0.044398605823516846
1751840915.1087837,4116,0.04392942413687706
1751840918.109128,4118,0.04381382465362549
1751840924.0924187,4122,0.04363135248422623
1751840928.7096677,4125,0.04381706565618515
1751840937.7184043,4131,0.04395744949579239
1751840942.248525,4134,0.04405149817466736
1751840955.7818584,4143,0.04391053318977356
1751840961.8420267,4147,0.043873757123947144
1751840972.332389,4154,0.0439794696867466
1751840976.8390167,4157,0.04396467283368111
1751840987.3633657,4164,0.04430266469717026
1751840988.8601656,4165,0.04431726783514023
1751840993.3350596,4168,0.04412040859460831
1751840996.339983,4170,0.044193118810653687
1751841008.4414535,4178,0.04385386034846306
1751841009.9668455,4179,0.043727047741413116
1751841011.4680636,4180,0.0439116545021534
1751841014.4727337,4182,0.04378967359662056
1751841023.4889793,4188,0.04366523027420044
1751841031.0012507,4193,0.0435640811920166
1751841041.3821776,4200,0.043490324169397354
